field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph;
36.11.06.066.00;Воронеж;пашня;4;2024;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;18,34;Верко;РС-1;Покупные;минимальная;3,00;7,70;71,50;20,17;6,82;
36.11.06.067.00;Воронеж;пашня;1;2024;Залежь;Залежь;;16,02;;;;;;8,03;29,70;16,78;6,71;
36.11.06.068.00;Воронеж;пашня;4;2024;Люцерна 1 г.ж.сем.;Яр.пшеница мягкая;1;84,74;Виктория;РС-1;Покупные;минимальная;0,30;8,03;63,80;93,14;6,16;
36.14.04.002.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;77,22;Султана;РСт;Свои;нулевая с прямым посевом;2,50;6,27;112,20;84,94;7,48;
36.14.04.003.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;108,39;Султана;РСт;Свои;нулевая с прямым посевом;2,50;6,71;70,40;119,23;5,72;
36.14.04.004.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;72,83;Султана;РСт;Свои;нулевая с прямым посевом;2,50;6,71;97,90;80,11;5,94;
36.14.04.005.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;84,57;Сирелия;РС-2;Покупные;нулевая с прямым посевом;2,50;6,38;59,40;93,03;6,93;
36.14.04.006.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;80,25;Сирелия;РС-2;Покупные;нулевая с прямым посевом;2,50;6,38;97,90;88,28;6,93;
36.14.04.007.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;137,59;Сирелия;РС-2;Покупные;нулевая с прямым посевом;2,50;6,16;80,30;151,35;7,04;
36.14.04.008.00;Воронеж;луг;2;2024;Луг;Луг;;175,09;;;;;;7,70;172,70;184,28;6,05;
36.14.04.009.00;Воронеж;луг;2;2024;Луг;Луг;;71,70;;;;;;7,81;126,83;83,06;4,84;
36.14.04.010.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;70,31;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,60;125,40;77,34;5,83;
36.14.04.011.00;Воронеж;пашня;1;2024;Соя;Кукуруза зерно;;8,80;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;7,59;48,40;10,10;6,82;
36.14.04.012.00;Воронеж;пашня;1;2024;Соя;Кукуруза зерно;;8,61;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,82;61,60;10,05;7,26;
36.14.04.013.00;Воронеж;пашня;1;2024;Залежь, лес;Залежь, лес;;9,55;;;;;;7,37;68,20;10,51;7,81;
36.14.04.014.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;88,78;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,82;69,30;97,66;4,84;
36.14.04.015.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;73,99;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;6,82;110,00;81,40;5,28;
36.14.04.016.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;94,01;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,49;103,40;103,41;5,50;
36.14.04.017.00;Воронеж;пашня;3;2024;Кукуруза зерно;Оз.пшеница мягкая;;16,97;КСС 7270;F1;Покупные;минимальная;8,00;6,16;64,90;18,67;5,94;
36.14.04.018.00;Воронеж;пашня;3;2024;Кукуруза зерно;Оз.пшеница мягкая;;33,25;КСС 7270;F1;Покупные;минимальная;8,00;6,49;79,20;36,58;4,95;
36.14.04.019.00;Воронеж;пашня;1;2024;Залежь;Залежь;;28,77;;;;;;7,59;50,60;31,65;5,28;
36.14.04.020.00;Воронеж;пашня;1;2024;Залежь;Залежь;;30,02;;;;;;6,49;35,20;33,02;5,83;
36.14.04.021.00;Воронеж;пашня;3;2024;Кукуруза силос;Оз.пшеница мягкая;;8,63;КСС 7270;F1;Покупные;минимальная;7,50;6,16;125,40;9,49;4,73;
36.14.04.022.00;Воронеж;пашня;5;2024;Кукуруза силос;Оз.пшеница мягкая;;4,83;КСС 7270;F1;Покупные;минимальная;7,50;6,71;111,10;5,31;5,39;
36.14.04.023.00;Воронеж;пашня;5;2024;Оз.пшеница мягкая;Кукуруза силос;;145,73;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,71;143,00;160,30;5,50;
36.14.04.024.00;Воронеж;пашня;3;2024;Кукуруза зерно;Оз.пшеница мягкая;;13,63;КСС 7270;F1;Покупные;минимальная;8,00;5,72;124,30;14,99;6,05;
36.14.04.025.00;Воронеж;пашня;1;2024;Оз.пшеница мягкая;Кукуруза силос;;10,33;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,10;151,25;12,30;3,80;
36.14.04.026.00;Воронеж;пашня;1;2024;Залежь;Залежь;;16,69;;;;;;6,38;61,60;18,36;5,94;
36.14.04.027.00;Воронеж;пашня;1;2024;Подсолнечник;Пар;;34,59;Фаусто ШТ;F1;Покупные;минимальная;1,70;6,93;38,50;38,05;5,17;
36.14.04.028.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;106,52;Аргента;РС-1;Свои;нулевая с прямым посевом;2,50;5,94;79,20;117,17;5,39;
36.14.04.029.00;Воронеж;пашня;4;2024;Соя;Кукуруза силос;;43,16;Аргента;РС-1;Свои;нулевая с прямым посевом;2,50;6,93;75,90;47,48;5,17;
36.14.04.030.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;120,24;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,05;85,80;132,26;5,72;
36.14.04.031.01;Воронеж;пашня;4;2024;Кукуруза силос;Оз.пшеница мягкая;;106,00;Смесь сортов;F1;Покупные;минимальная;7,50;6,60;122,10;119,46;6,49;
36.14.04.031.02;Воронеж;пашня;4;2024;Пар;Оз.пшеница мягкая;;2,60;;;;минимальная;;6,60;122,10;119,46;6,49;
36.14.04.032.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;74,18;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,49;158,40;81,60;6,05;
36.14.04.033.00;Воронеж;пашня;3;2024;Оз.пшеница мягкая;Кукуруза силос;;131,07;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,82;114,40;144,18;5,50;
36.14.04.034.00;Воронеж;пашня;3;2024;Кукуруза силос;Люцерна пр.лет корм;;101,03;Максалия;F1;Покупные;минимальная;7,50;6,93;87,45;111,13;6,16;
36.14.04.035.00;Воронеж;пашня;3;2024;Кукуруза силос;Люцерна пр.лет корм;;88,29;Максалия;F1;Покупные;минимальная;7,50;6,82;125,40;97,12;6,05;
36.14.04.036.00;Воронеж;пашня;3;2024;Соя;Кукуруза зерно;;89,38;Аргента;ЭС;Покупные;нулевая с прямым посевом;2,50;6,82;94,60;98,32;5,06;
36.14.04.037.00;Воронеж;пашня;1;2024;Залежь, кустарник;Залежь, кустарник;;19,86;;;;;;7,37;46,20;21,85;6,05;
36.14.04.038.00;Воронеж;пашня;4;2024;Кукуруза силос;Оз.пшеница мягкая;;82,89;Максалия;F1;Покупные;минимальная;7,50;6,71;67,10;91,18;5,06;
36.14.04.039.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;36,85;Аргента;РС-1;Свои;нулевая с прямым посевом;2,50;6,05;91,30;40,54;5,06;
36.14.04.040.00;Воронеж;пашня;4;2024;Соя;Кукуруза силос;;175,84;Аргента;РС-1;Свои;минимальная;2,50;6,60;93,50;193,42;6,05;
36.14.04.041.01;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;47,14;БН 06-18;;Свои;минимальная;4,00;6,16;114,40;52,84;6,71;
36.14.04.041.02;Воронеж;пашня;5;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;9;0,90;;;;минимальная;2,00;6,16;114,40;52,84;6,71;
36.14.04.042.01;Воронеж;пашня;5;2024;Сах.свекла;Оз.пшеница мягкая;;70,41;Кадриль;F1;Покупные;минимальная;40,00;6,38;181,50;130,60;6,05;
36.14.04.042.02;Воронеж;пашня;5;2024;Одн.тр.суданская тр.корм.;Оз.пшеница мягкая;;46,60;Кинельская;РС-3;Покупные;минимальная;3,00;6,38;181,50;130,60;6,05;
36.14.04.043.00;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;18,69;Сарга;РСт;Свои;минимальная;4,00;7,59;117,70;20,56;5,39;
36.14.04.044.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;97,84;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,27;103,40;108,03;6,05;
36.14.04.045.00;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;9,84;БН 06-18;;Свои;минимальная;4,00;7,26;108,90;10,82;6,27;
36.14.04.046.01;Воронеж;пашня;4;2024;Кукуруза силос;Оз.пшеница мягкая;;138,40;Максалия;F1;Покупные;минимальная;7,50;6,49;133,10;154,78;5,83;
36.14.04.046.02;Воронеж;пашня;4;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;9;2,31;;;;минимальная;2,00;6,49;133,10;154,78;5,83;
36.14.04.047.00;Воронеж;пашня;1;2024;Оз.пшеница мягкая;Кукуруза силос;;19,43;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,81;67,10;21,37;6,27;
36.14.04.048.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;55,96;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,60;86,90;61,56;5,28;
36.14.04.049.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Кукуруза силос;;124,76;Губернатор Дона;РС-1;Свои;минимальная;3,00;7,04;89,10;137,24;6,16;
36.14.04.050.00;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;130,44;Смесь сортов;РС-1;Свои;минимальная;4,00;6,16;133,10;143,48;6,93;
36.14.04.051.01;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;34,74;БН 06-18;;Свои;минимальная;4,00;6,60;97,90;39,57;5,50;
36.14.04.051.02;Воронеж;пашня;5;2024;Эсп.+костр.пр.лет корм;Эсп.+костр.пр.лет корм;9;1,23;;;;минимальная;2,00;6,60;97,90;39,57;5,50;
36.14.04.052.00;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;161,51;БН 06-18;;Свои;минимальная;4,00;6,60;136,40;177,65;6,16;
36.14.04.053.01;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;59,08;Дакота;;;минимальная;4,00;7,26;193,60;104,87;6,05;
36.14.04.053.02;Воронеж;пашня;4;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;3;36,26;БН 06-18;;;минимальная;4,00;7,26;193,60;104,87;6,05;
36.14.04.054.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Лён масличный;;50,75;Губернатор Дона;РС-1;Свои;нулевая с прямым посевом;3,00;6,49;79,20;55,83;5,50;
36.14.04.055.00;Воронеж;пашня;4;2024;Оз.пшеница мягкая;Лён масличный;;73,94;Губернатор Дона;РС-1;Свои;нулевая с прямым посевом;3,00;6,82;90,20;81,33;6,05;
36.14.04.056.00;Воронеж;пашня;4;2024;Кукуруза силос;Оз.пшеница мягкая;;123,79;Максалия;F1;Покупные;минимальная;7,50;5,94;72,60;136,17;5,72;
36.14.04.057.00;Воронеж;пашня;4;2024;Кукуруза силос;Оз.пшеница мягкая;;73,50;Максалия;F1;Покупные;минимальная;7,50;7,26;107,80;80,85;5,83;
36.14.04.058.00;Воронеж;пашня;1;2024;Подсолнечник;Пар;;51,59;ЛГ 59580;F1;Покупные;минимальная;1,70;7,26;30,80;60,59;6,71;
36.14.04.059.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;16,16;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;0,00;0,00;0,00;0,00;
36.14.04.060.00;Воронеж;пашня;;2024;Эсп.+костр.пр.лет корм;Мн.травосм.1 г.ж.корм;2;1,66;;;;минимальная;2,00;0,00;0,00;0,00;0,00;
36.14.05.001.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;58,08;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,05;61,60;63,89;6,93;
36.14.06.001.00;Воронеж;пашня;4;2024;Соя;Кукуруза зерно;;18,29;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;5,83;40,70;20,12;5,50;
36.14.06.002.00;Воронеж;пашня;;2024;Соя;Кукуруза зерно;;10,11;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,05;97,90;11,12;6,93;
36.14.06.003.00;Воронеж;пашня;5;2024;Яр.ячмень;Кукуруза зерно;;40,64;Маргрет;РС-3;Свои;нулевая с прямым посевом;5,00;6,16;85,80;44,70;6,93;
36.14.06.004.00;Воронеж;пашня;1;2024;Соя;Кукуруза зерно;;23,40;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;7,81;144,10;25,74;6,71;
36.14.06.005.00;Воронеж;пашня;4;2024;Яр.ячмень;Кукуруза зерно;;11,01;Маргрет;РС-3;Свои;нулевая с прямым посевом;5,00;5,50;40,70;12,11;6,38;
36.14.06.006.00;Воронеж;пашня;5;2024;Соя;Кукуруза зерно;;42,27;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,05;80,30;46,50;6,82;
36.14.06.007.00;Воронеж;пашня;5;2024;Яр.ячмень;Кукуруза зерно;;27,27;Травелер;ЭС;Свои;нулевая с прямым посевом;5,00;5,72;96,80;30,00;6,60;
36.14.06.008.00;Воронеж;пашня;5;2024;Соя;Кукуруза зерно;;51,50;Аргента;РС-2;Свои;нулевая с прямым посевом;2,50;6,16;117,70;56,65;6,82;
36.14.06.009.00;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;38,24;;;;минимальная;4,00;6,16;151,80;42,06;6,82;
36.14.06.010.00;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;35,15;;;;минимальная;4,00;6,49;125,40;38,67;6,93;
36.14.06.011.00;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;21,10;;;;минимальная;4,00;6,38;148,50;23,21;6,49;
36.14.06.012.00;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;31,53;;;;минимальная;4,00;5,94;132,00;34,68;6,93;
36.14.06.013.00;Воронеж;пашня;4;2024;Яр.ячмень;Кукуруза зерно;;29,85;Маргрет;РС-3;Свои;нулевая с прямым посевом;5,00;6,38;80,30;32,84;6,49;
36.14.06.014.00;Воронеж;пашня;3;2024;Яр.ячмень;Кукуруза зерно;;28,34;Маргрет;РС-3;Свои;нулевая с прямым посевом;5,00;7,04;89,10;32,10;6,05;
36.14.06.015.00;Воронеж;пашня;5;2024;Оз.пшеница мягкая;Кукуруза силос;;41,95;Губернатор Дона;РС-1;Свои;минимальная;3,00;6,60;105,60;46,15;6,27;
36.14.06.016.00;Воронеж;пашня;5;2024;Кукуруза зерно;Соя;;66,88;Феномен;F1;Покупные;минимальная;8,00;7,04;116,60;73,57;6,16;
36.14.06.017.00;Воронеж;пашня;5;2024;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;81,89;;;;минимальная;4,00;6,82;108,90;90,08;6,60;
36.14.06.018.00;Воронеж;пашня;3;2024;Люцерна пр.лет корм;Люцерна пр.лет корм;4;5,51;Сарга;РС-1;Свои;нулевая с прямым посевом;4,00;7,48;79,20;6,06;6,60;
